category;count
2012/South Korea/Gymnastics;1
2012/South Korea/Judo;3
2012/South Korea/Shooting;5
2012/South Korea/Swimming;2
2012/South Korea/Table Tennis;3
2012/South Korea/Taekwondo;2
2012/South Korea/Wrestling;1
2012/Spain/Basketball;12
2012/Spain/Canoeing;3
2012/Spain/Handball;15
2012/Spain/Sailing;4
2012/Spain/Swimming;2
2012/Spain/Synchronized Swimming;11
2012/Spain/Taekwondo;3
2012/Spain/Triathlon;1
2012/Spain/Waterpolo;12
2012/Spain/Wrestling;1
2012/Sweden/Equestrian;1
2012/Sweden/Handball;14
2012/Sweden/Sailing;3
2012/Sweden/Shooting;1
2012/Sweden/Triathlon;1
2012/Sweden/Wrestling;2
2012/Switzerland/Cycling;1
2012/Switzerland/Equestrian;1
2012/Switzerland/Tennis;1
2012/Switzerland/Triathlon;1
2012/Tajikistan/Boxing;1
2012/Thailand/Boxing;1
2012/Thailand/Taekwondo;1
2012/Thailand/Weightlifting;1
2012/Trinidad and Tobago/Athletics;10
2012/Tunisia/Athletics;1
2012/Tunisia/Swimming;2
2012/Turkey/Athletics;2
2012/Turkey/Taekwondo;2
2012/Turkey/Wrestling;1
2012/Uganda/Athletics;1
2012/Ukraine/Athletics;6
2012/Ukraine/Boxing;5
2012/Ukraine/Canoeing;3
2012/Ukraine/Fencing;2
2012/Ukraine/Gymnastics;1
2012/Ukraine/Rowing;4
2012/Ukraine/Shooting;2
2012/Ukraine/Weightlifting;2
2012/Ukraine/Wrestling;1
2012/United States/Archery;3
2012/United States/Athletics;48
2012/United States/Basketball;24
2012/United States/Beach Volleyball;4
2012/United States/Boxing;2
2012/United States/Cycling;7
2012/United States/Diving;7
2012/United States/Fencing;4
2012/United States/Football;17
2012/United States/Gymnastics;10
2012/United States/Judo;2
2012/United States/Rowing;17
2012/United States/Shooting;4
2012/United States/Swimming;68
2012/United States/Taekwondo;2
2012/United States/Tennis;7
2012/United States/Volleyball;12
2012/United States/Waterpolo;12
2012/United States/Wrestling;4
2012/Uzbekistan/Boxing;1
2012/Uzbekistan/Judo;1
2012/Uzbekistan/Wrestling;2
2012/Venezuela/Fencing;1
